index;parent_index;operations;direction
1393;2318;rr;3
1394;197;r;3
1395;5389;r;1
1396;6906;r;0
1397;2600;r;0
1398;917;rr;2
1399;5669;rrr;2
1400;6786;rrr;1
1401;9064;rrr;2
1402;9065;rrr;2
1403;6554;r;1
1404;906;rr;0
1405;1645;rrr;0
1406;8059;r;0
1407;2592;rrr;0
1408;4265;rrr;0
1409;144;rr;0
1410;5485;rrr;0
1411;5486;rrr;1
1412;922;rrr;3
1413;6860;rr;0
1414;2062;rrr;2
1415;6393;rr;1
1416;1551;rr;2
1417;1313;rrr;1
1418;4121;r;3
1419;659;rrr;0
1420;2303;r;0
1421;30;r;1
1422;31;r;1
1423;4603;r;0
1424;6951;rrr;0
1425;1616;rrr;3
1426;9158;rrr;0
1427;925;rr;0
1428;4700;r;0
1429;4701;r;0
1430;3517;r;0
1431;3518;r;2
1432;183;d;1
1433;1090;r;2
1434;5046;rrr;3
1435;7678;r;0
1436;5902;r;0
1437;4871;r;3
1438;1786;rr;1
1439;7745;r;1
1440;994;rr;0
1441;995;rr;0
1442;7210;rr;3
1443;8708;r;2
1444;8709;r;0
1445;435;r;3
1446;5453;rrr;0
1447;2048;rr;3
1448;7149;rr;0
1449;2421;rr;0
1450;5592;r;1
1451;9203;r;3
1452;7864;r;2
1453;5099;rr;2
1454;5100;rr;1
1455;5101;rr;2
1456;5102;rr;2
1457;7572;rr;0
1458;7788;rrr;1
1459;6761;rrr;1
1460;6693;d;0
1461;1471;rr;1
1462;5884;rrr;3
1463;302;rr;0
1464;4139;rr;1
1465;2535;rrr;3
1466;7188;rr;1
1467;3027;rrrd;3
1468;4633;rr;0
1469;4634;rr;0
1470;2192;rrr;2
1471;6952;r;0
1472;7788;r;0
1473;3717;r;0
1474;3642;rr;1
1475;3410;r;0
1476;550;rrr;3
1477;4365;rrr;0
1478;2910;r;1
1479;4282;rr;1
1480;6584;r;3
1481;6659;rrr;1
1482;505;rr;3
1483;9359;rrr;0
1484;7454;r;0
1485;2288;r;2
1486;7129;r;1
1487;7768;rr;0
1488;980;rr;1
1489;6527;rrr;1
1490;858;rrr;0
1491;868;rrr;0
1492;2241;r;0
1493;1453;rrr;3
1494;3190;rr;1
1495;5598;rrr;0
1496;3678;rr;0
1497;2909;rr;1
1498;4822;rr;2
1499;977;rrd;3
1500;8317;r;2
1501;7075;r;1
1502;7076;r;2
1503;61;rr;3
1504;8223;r;0
1505;2425;r;3
1506;2354;rr;2
1507;6252;r;0
1508;8454;rrr;0
1509;5868;r;2
1510;9603;rr;0
1511;295;rrr;0
1512;1667;rrr;0
1513;5693;rr;1
1514;364;r;0
1515;7040;rr;3
1516;7223;rr;0
1517;6224;rr;2
1518;4359;rr;0
1519;1827;r;0
1520;4103;r;1
1521;1668;rr;1
1522;1518;rr;2
1523;4081;rrr;0
1524;8590;rr;0
1525;2113;rrr;1
1526;2181;r;2
1527;6096;rrr;0
1528;3242;rrr;2
1529;142;rrr;2
1530;997;rrr;3
1531;331;r;0
1532;332;r;3
1533;8263;rrr;0
1534;4235;rr;1
1535;1517;rr;2
1536;2381;rr;3
1537;8237;r;3
1538;5714;r;1
1539;8896;rr;2
1540;3638;r;0
1541;1130;rr;1
1542;5325;r;3
1543;3936;r;0
1544;4268;rrr;3
1545;9678;rrr;1
1546;5695;rr;2
1547;6659;r;2
1548;5304;r;0
1549;7572;rrr;0
1550;745;d;3
1551;8155;r;3
1552;8974;r;1
1553;5046;rrd;2
1554;4231;d;3
1555;1783;rrr;1
1556;186;rr;3
1557;2338;rrr;3
1558;8311;rrr;2
1559;200;rrr;0
1560;1737;r;1
1561;6651;rrr;0
1562;9707;r;1
1563;844;rr;3
1564;9265;r;3
1565;8660;rr;0
1566;4288;rrr;1
1567;1329;rrr;3
1568;7324;rrr;0
1569;4526;rrr;0
1570;3937;r;1
1571;8224;rr;1
1572;4141;r;2
1573;9770;rrr;0
1574;1009;rr;0
1575;6174;r;2
1576;3347;rr;3
1577;103;r;0
1578;104;r;1
1579;5323;rr;0
1580;5324;rr;0
1581;1473;rr;1
1582;7769;rrr;2
1583;2659;r;0
1584;9300;r;0
1585;2644;rr;3
1586;2305;rr;2
1587;6608;rr;1
1588;7863;rrr;2
1589;688;rrr;0
1590;7451;rrr;2
1591;337;rrr;3
1592;1448;rr;0
1593;6394;rrr;1
1594;8155;rrr;0
1595;9811;rr;0
1596;3311;rr;2
1597;3199;rrr;0
1598;2270;rr;1
1599;4934;rr;0
1600;5458;rr;0
1601;5740;rr;0
1602;6387;rr;2
1603;5336;r;1
1604;6388;rr;3
1605;6389;rr;2
1606;5346;rr;0
1607;5237;r;3
1608;85;rrr;2
1609;3991;r;1
1610;34;rr;1
1611;666;rr;0
1612;1342;rr;2
1613;6950;rrr;0
1614;7618;rr;3
1615;2644;rrr;1
1616;9390;r;0
1617;5992;rrrd;0
1618;5099;r;2
1619;5066;r;3
1620;5067;r;1
1621;9656;rr;1
1622;545;rrr;0
1623;7293;rr;2
1624;2618;rr;1
1625;335;rrr;0
1626;6861;r;0
1627;7999;rr;3
1628;3693;r;2
1629;3694;r;0
1630;3695;r;2
1631;5991;r;0
1632;685;rrr;3
1633;8212;rrr;3
1634;6240;rrr;1
1635;8081;rrr;0
1636;9864;rr;1
1637;4266;rr;1
1638;2178;r;2
1639;845;rr;3
1640;1749;rr;0
1641;8705;r;3
1642;2980;rr;0
1643;330;rrr;2
1644;9997;rrr;0
1645;1135;r;1
1646;6724;rr;3
1647;2837;rrr;0
1648;5543;rr;0
1649;6451;rrr;1
1650;6452;rrr;2
1651;6453;rrr;1
1652;2264;rr;0
1653;8825;rrr;0
1654;9811;rrr;3
1655;298;r;1
1656;4554;r;1
1657;7578;rr;0
1658;9116;rr;0
1659;3197;rr;1
1660;8865;r;3
1661;1580;rrr;2
1662;317;r;1
1663;3071;rrr;0
1664;6074;rrr;2
1665;8304;rr;0
1666;7768;r;1
1667;4421;r;0
1668;4422;r;3
1669;5393;rr;0
1670;3139;r;0
1671;4554;rr;3
1672;1068;rr;1
1673;7038;rr;0
1674;4966;rrr;0
1675;326;rrd;3
1676;3307;rrr;3
1677;3308;rrr;3
1678;3309;rrr;2
1679;3305;rrrd;1
1680;499;rr;2
1681;500;rr;0
1682;301;r;2
1683;437;rrr;2
1684;1087;r;1
1685;6881;r;1
1686;2996;rr;2
1687;2213;r;3
1688;3664;rr;1
1689;552;rr;0
1690;9135;rrr;3
1691;9136;rrr;0
1692;4461;r;0
1693;6300;rr;0
1694;9813;rr;3
1695;1618;rrr;0
1696;1772;rrr;1
1697;5726;r;1
1698;3175;rr;1
1699;10168;rrr;0
1700;10169;rrr;1
1701;6279;rrr;2
1702;4417;r;2
1703;2287;rr;0
1704;5001;r;1
1705;1035;r;2
1706;848;r;2
1707;849;r;1
1708;4256;rrr;0
1709;9619;r;1
1710;2604;rr;0
1711;2609;rrr;2
1712;299;rrr;0
1713;1829;rrr;0
1714;4342;rrr;0
1715;8492;rrr;2
1716;1805;r;2
1717;9244;rr;0
1718;7004;r;0
1719;1418;rrr;1
1720;1419;rrr;3
1721;9916;rrr;0
1722;8273;r;0
1723;8274;r;2
1724;6255;r;2
1725;6256;r;1
1726;7605;r;1
1727;9900;r;2
1728;9901;r;2
1729;3228;r;3
1730;9838;r;0
1731;5886;r;0
1732;7469;r;1
1733;8888;rr;1
1734;8889;rr;3
1735;1469;rr;2
1736;145;r;3
1737;6148;rrr;1
1738;7540;r;3
1739;1761;rr;0
1740;2489;r;3
1741;4690;rrr;2
1742;4691;rrr;2
1743;5736;rrr;0
1744;8378;rrd;1
1745;7188;rrr;0
1746;1064;rrr;3
1747;10240;rr;0
1748;5092;rr;0
1749;10058;rrr;1
1750;780;r;0
1751;3205;rr;1
1752;8649;rrr;3
1753;6158;rr;0
1754;5682;rr;1
1755;6279;r;1
1756;4417;rrr;0
1757;328;rr;0
1758;2794;r;3
1759;1644;r;0
1760;3592;rr;0
1761;3593;rr;3
1762;1888;r;1
1763;115;rr;0
1764;8971;rr;0
1765;1207;r;0
1766;8002;rrr;1
1767;1925;rr;2
1768;1926;rr;0
1769;1512;rrr;0
1770;568;rr;0
1771;2177;rrr;3
1772;4930;rr;0
1773;86;rr;1
1774;4932;rr;0
1775;4933;rr;0
1776;4842;rrr;1
1777;9358;rr;1
1778;9359;rr;2
1779;9793;rr;2
1780;10179;rr;1
1781;10180;rr;1
1782;235;rr;1
1783;3552;r;0
1784;2392;rr;0
1785;188;rrr;0
1786;5048;r;0
1787;7021;rrr;1
1788;5790;rr;2
1789;6551;r;3
1790;6552;r;0
1791;1447;rr;2
1792;755;r;2
1793;623;rr;0
1794;3881;rr;0
1795;6074;r;1
1796;3989;r;1
1797;407;r;1
1798;408;r;3
1799;27;rr;0
1800;2177;r;1
1801;10310;rrr;0
1802;6778;rr;1
1803;8522;r;0
1804;7204;rr;2
1805;2821;rrr;0
1806;3761;r;0
1807;8070;r;0
1808;6236;rrr;0
1809;8689;rrr;0
1810;2541;rrr;1
1811;3429;rr;0
1812;10344;rr;0
1813;591;rr;0
1814;6348;r;1
1815;235;d;0
1816;9923;rr;1
1817;9447;r;1
1818;6446;r;1
1819;3533;r;0
1820;3534;r;0
1821;8865;rr;1
1822;3503;r;0
1823;8210;rrr;0
1824;1951;rrr;3
1825;2489;rrr;2
1826;7117;rrr;0
1827;3888;rr;3
1828;3229;rrr;0
1829;5487;rrr;0
1830;2913;r;1
1831;4695;r;0
1832;1580;r;3
1833;2935;rr;0
1834;4738;rr;1
1835;7290;rr;0
1836;4346;r;1
1837;1727;rrr;0
1838;4994;rr;2
1839;8662;r;1
1840;4819;r;0
1841;1567;rrr;1
1842;1548;r;1
1843;4400;r;1
1844;5003;rr;3
1845;8636;r;2
1846;8637;r;0
1847;3301;rrr;0
1848;239;rrr;0
1849;3125;rd;0
1850;1705;rr;1
1851;10632;rrr;2
1852;1367;r;1
1853;7211;rrr;2
1854;8403;rr;2
1855;3484;rrrd;0
1856;122;rr;2
1857;920;r;0
1858;7467;rr;0
1859;4343;rr;1
1860;10684;rr;3
1861;1557;rrr;3
1862;4341;rr;0
1863;10627;rr;1
1864;8856;r;1
1865;6380;rrr;0
1866;6381;rrr;0
1867;212;r;0
1868;8425;rrr;0
1869;3582;rr;2
1870;9795;r;1
1871;7130;rr;3
1872;189;rrr;1
1873;522;r;3
1874;2460;r;1
1875;3237;rd;0
1876;4656;rrr;0
1877;8520;rrr;3
1878;2985;rr;1
1879;7745;rrr;0
1880;6999;r;1
1881;1827;rrr;0
1882;10654;r;1
1883;5128;rr;1
1884;2462;r;3
1885;5471;r;2
1886;6399;r;2
1887;4553;r;0
1888;3550;rr;1
1889;4266;rrr;1
1890;6640;r;0
1891;5129;rrr;3
1892;10152;rr;3
1893;1094;rrr;0
1894;1095;rrr;1
1895;6800;rr;2
1896;10597;r;0
1897;10445;rr;0
1898;8788;rrr;0
1899;6418;r;1
1900;4717;rrr;3
1901;7034;rrr;0
1902;5011;rr;0
1903;3786;rrr;0
1904;1217;rrr;0
1905;9997;rr;1
1906;3718;r;2
1907;4420;rr;0
1908;4421;rr;0
1909;2519;rrr;3
1910;1889;rr;1
1911;9884;r;0
1912;2647;rr;1
1913;1889;r;0
1914;6512;rrr;1
1915;1447;rrr;1
1916;4;rr;1
1917;3577;r;0
1918;5980;rrr;0
1919;9868;r;0
1920;2633;rrr;0
1921;7044;r;2
1922;295;r;0
1923;5592;rrr;3
1924;2178;rrr;2
1925;10172;rr;2
1926;65;rr;0
1927;5208;rr;2
1928;781;r;1
1929;9866;rrr;0
1930;9969;rrr;0
1931;3373;rr;3
1932;3374;rr;0
1933;4033;rrr;1
1934;501;rrr;2
1935;3718;rrr;0
1936;3942;rrr;2
1937;2801;rrr;2
1938;671;rr;0
1939;672;rr;0
1940;550;rr;1
1941;6936;rr;2
1942;3123;rr;2
1943;7851;rrr;0
1944;2928;rr;3
1945;3327;rr;2
1946;5511;rrr;0
1947;7002;r;3
1948;2838;r;1
1949;5004;rr;3
1950;10582;rrr;2
1951;759;rr;2
1952;6554;rrr;1
1953;1090;rr;1
1954;953;r;2
1955;10683;r;3
1956;8744;r;2
1957;1117;rrr;0
1958;7400;rrr;3
1959;3663;r;0
1960;2110;rrr;1
1961;8283;rr;1
1962;10633;r;1
1963;5650;rrr;0
1964;3725;r;0
1965;3726;r;1
1966;3179;rrr;2
1967;1950;r;3
1968;6148;rr;3
1969;7002;rrr;2
1970;7202;rrr;2
1971;9637;rrr;2
1972;8233;rrr;2
1973;8234;rrr;2
1974;8101;r;0
1975;750;r;2
1976;6898;rrr;1
1977;3236;rr;2
1978;3127;rr;2
1979;1712;r;1
1980;5094;r;0
1981;5095;r;1
1982;5096;r;2
1983;7715;r;2
1984;185;r;0
1985;471;rr;3
1986;2078;rrr;0
1987;4972;rrr;1
1988;5100;rrr;1
1989;5101;rrr;3
1990;11132;r;0
1991;11133;r;0
1992;746;rrr;2
1993;2533;rrr;0
1994;11377;rr;3
1995;953;rrr;1
1996;4403;rr;1
1997;4404;rr;1
1998;4405;rr;1
1999;7210;r;3
2000;4015;rr;0
2001;6641;r;0
2002;2887;rrr;2
2003;9028;r;1
2004;6692;rr;1
2005;9244;r;1
2006;63;rr;2
2007;3717;rrr;2
2008;615;r;3
2009;2353;rr;1
2010;8239;rrr;0
2011;338;rr;0
2012;846;rr;3
2013;5670;r;1
2014;8635;rr;2
2015;8636;rr;1
2016;7227;rrr;2
2017;10440;rrr;1
2018;404;rrr;3
2019;304;rrr;3
2020;5545;r;3
2021;11445;r;1
2022;1179;rrd;0
2023;8128;rr;0
2024;7152;r;2
2025;1135;rrr;0
2026;9176;rr;0
2027;4103;rr;2
2028;949;rr;1
2029;29;rrr;0
2030;2737;r;2
2031;3041;r;3
2032;4901;rr;1
2033;5293;rrr;0
2034;8274;rr;2
2035;2555;rr;2
2036;262;r;3
2037;5864;r;2
2038;3917;rr;1
2039;6147;r;2
2040;1891;rrr;0
2041;9678;r;2
2042;4435;r;0
2043;10753;rr;0
2044;7250;r;1
2045;1800;r;0
2046;806;r;0
2047;2793;r;0
2048;4717;r;2
2049;7035;r;0
2050;120;rrr;1
2051;3406;r;2
2052;3407;r;3
2053;558;rrr;0
2054;559;rrr;0
2055;9086;rr;1
2056;3440;r;1
2057;5369;rrr;2
2058;11438;r;2
2059;3663;rr;0
2060;7424;r;0
2061;3977;rrr;1
2062;6420;r;0
2063;783;r;3
2064;6352;rrr;0
2065;11074;d;0
2066;6313;r;0
2067;8277;rrr;2
2068;613;rr;2
2069;7712;r;1
2070;10372;rr;1
2071;2125;rrr;1
2072;8283;r;0
2073;8573;rr;0
2074;88;r;1
2075;10805;rrr;3
2076;2011;rrr;3
2077;8078;r;2
2078;6836;r;0
2079;2612;rrr;0
2080;8701;rr;3
2081;3583;rrr;0
2082;2262;rr;2
2083;2176;rr;0
2084;5592;rr;1
2085;5593;rr;1
2086;1742;rrd;3
2087;7027;rr;0
2088;3579;rrr;1
2089;3404;rr;0
2090;35;rr;3
2091;3545;r;0
2092;196;d;3
2093;808;rrr;2
2094;845;r;0
2095;3075;rrr;1
2096;9856;rrr;2
2097;11189;r;0
2098;947;rr;3
2099;1446;rrr;1
2100;523;r;3
2101;1861;r;2
2102;6370;rr;0
2103;3065;rr;1
2104;10717;rrr;0
2105;10718;rrr;0
2106;10719;rrr;0
2107;10871;r;0
2108;2236;rrr;0
2109;10161;rr;1
2110;1890;rrr;1
2111;8412;rr;2
2112;8413;rr;0
2113;10952;rrr;0
2114;1763;r;1
2115;1391;r;1
2116;1392;r;1
2117;1393;r;1
2118;7898;rrr;0
2119;781;rr;0
2120;8899;r;1
2121;5945;rrr;0
2122;5868;rrr;0
2123;8131;r;1
2124;2890;rrr;1
2125;4312;rrr;2
2126;5368;r;0
2127;5369;r;0
2128;11438;rrr;0
2129;7092;r;1
2130;5617;rrr;3
2131;893;rr;0
2132;5451;rrr;0
2133;8212;rr;1
2134;4556;rr;2
2135;10155;r;3
2136;8495;rrr;1
2137;11519;rr;0
2138;5948;rrr;1
2139;1328;rr;0
2140;1032;rrd;3
2141;8654;rr;2
2142;8975;rr;3
2143;465;r;0
2144;4;rrr;3
2145;3578;rr;3
2146;11939;r;0
2147;11940;r;3
2148;8767;r;0
2149;10655;rr;2
2150;12089;r;1
2151;11944;r;2
2152;7595;rrr;3
2153;199;rrr;1
2154;2133;rr;3
2155;1924;r;2
2156;8;rrr;2
2157;6526;rr;2
2158;11420;rrr;0
2159;9481;rrr;0
2160;4924;r;1
2161;9994;rrr;0
2162;326;d;1
2163;9801;rrr;2
2164;6280;rr;0
2165;400;rrd;3
2166;843;rr;3
2167;8825;rr;2
2168;5045;r;1
2169;1550;rrr;1
2170;7554;r;3
2171;11891;rr;0
2172;8501;rrr;2
2173;1832;rr;1
2174;983;rrr;0
2175;4349;rrr;1
2176;3069;rr;0
2177;4947;r;3
2178;1566;rr;3
2179;330;rr;1
2180;9839;r;3
2181;1003;r;2
2182;8409;rr;0
2183;11058;rr;2
2184;7166;rrr;2
2185;4715;r;0
2186;1860;d;1
2187;1454;rrr;0
2188;3748;rrr;0
2189;3749;rrr;1
2190;357;r;3
2191;359;rrr;3
2192;2766;rr;0
2193;7413;rrr;0
2194;4662;rrr;0
2195;6384;r;0
2196;12062;rrr;0
2197;6398;rr;3
2198;1232;r;2
2199;5326;rrr;2
2200;10278;rrr;0
2201;1620;rrr;2
2202;10705;r;3
2203;842;r;3
2204;5451;rr;1
2205;11659;r;2
2206;5737;rrr;3
2207;11581;r;1
2208;5217;rr;1
2209;871;r;1
2210;872;r;0
2211;873;r;0
2212;7618;rrr;2
2213;4738;rrr;0
2214;4739;rrr;1
2215;5949;rr;0
2216;2631;r;0
2217;5398;r;0
2218;5399;r;0
2219;8767;rr;3
2220;10723;r;0
2221;5270;r;1
2222;8155;rr;0
2223;11889;r;3
2224;8917;rrr;0
2225;7200;rrr;0
2226;5373;r;2
2227;4875;rr;3
2228;4876;rr;2
2229;3582;rrr;1
2230;10561;r;1
2231;10488;rrr;1
2232;10562;r;3
2233;10563;r;2
2234;5682;rrr;1
2235;5683;rrr;1
2236;11344;rrr;0
2237;6320;r;0
2238;6321;r;0
2239;3233;rr;1
2240;4721;r;0
2241;6639;rr;3
2242;4138;rr;3
2243;6989;rr;3
2244;7743;rrr;1
2245;748;d;0
2246;9270;rr;2
2247;1480;r;1
2248;4967;rr;1
2249;2673;rr;0
2250;4540;r;2
2251;8427;rrr;0
2252;8428;rrr;1
2253;5218;rr;0
2254;5727;r;0
2255;5728;r;0
2256;8788;r;0
2257;657;rrr;1
2258;7970;rr;1
2259;4740;rr;0
2260;8866;rr;1
2261;442;rr;1
2262;443;rr;1
2263;3788;r;0
2264;3789;r;2
2265;9133;rr;0
2266;3936;rrr;0
2267;5929;rd;0
2268;6149;rr;0
2269;2271;rrr;1
2270;3531;rr;0
2271;3532;rr;0
2272;1658;r;0
2273;5902;rr;2
2274;7597;rrr;0
2275;7598;rrr;0
2276;8281;rr;1
2277;7806;r;0
2278;8858;rrr;2
2279;7868;rr;1
2280;6839;rr;1
2281;4562;rrr;3
2282;4563;rrr;2
2283;2302;r;0
2284;6409;rrr;0
2285;6410;rrr;1
2286;2241;rrr;2
2287;6995;r;1
2288;4553;rrr;2
2289;4137;rr;2
2290;7349;rrr;2
2291;8650;rrr;1
2292;8296;rr;0
2293;1299;rrr;1
2294;6963;rr;0
2295;6307;rr;1
2296;676;r;1
2297;2953;r;1
2298;4454;rrr;0
2299;5346;r;2
2300;810;rrr;0
2301;1306;r;2
2302;5064;rr;0
2303;5053;rrr;1
2304;6953;rr;0
2305;1860;rd;3
2306;6077;r;2
2307;12420;rr;1
2308;10134;r;1
2309;6557;rrr;1
2310;578;rrr;3
2311;7493;rr;3
2312;7061;r;1
2313;7062;r;0
2314;7063;r;1
2315;7064;r;3
2316;3834;r;0
2317;3835;r;0
2318;8918;rrr;1
2319;6951;rr;2
2320;9693;rrr;0
2321;4717;rr;1
2322;7034;rr;3
2323;11154;rrr;3
2324;898;rrr;2
2325;3603;r;0
2326;5249;rr;3
2327;6156;rrr;1
2328;1224;rr;1
2329;10091;rrr;1
2330;2136;rr;0
2331;12107;rrr;3
2332;11262;rrr;0
2333;769;rrr;3
2334;770;rrr;0
2335;1833;rrr;1
2336;4901;rrr;3
2337;10561;rr;1
2338;10562;rr;1
2339;3504;rrr;0
2340;3267;r;0
2341;6914;rrr;2
2342;661;rrr;1
2343;9246;rr;3
2344;6859;rrr;0
2345;9248;rr;0
2346;7227;rr;1
2347;7621;rrr;0
2348;5839;rrr;2
2349;3724;rrr;0
2350;12007;r;1
2351;12008;r;0
2352;11453;rr;0
2353;1542;rr;0
2354;1543;rr;0
2355;9172;r;0
2356;62;rrr;3
2357;578;rr;2
2358;7493;r;0
2359;7494;r;1
2360;9891;r;1
2361;3679;rrr;0
2362;1552;r;3
2363;3306;rrr;1
2364;9267;rrr;0
2365;3186;rr;1
2366;3994;rr;3
2367;2389;rr;0
2368;660;rr;0
2369;7811;rr;3
2370;5678;rr;0
2371;9649;rr;3
2372;12513;r;0
2373;6986;r;3
2374;9922;rrr;2
2375;11151;rr;3
2376;12251;rrr;0
2377;2011;r;1
2378;11795;rr;1
2379;2294;rrr;0
2380;3982;rrr;1
2381;4561;r;0
2382;4999;r;1
2383;1204;rrd;3
2384;5607;rrr;0
2385;7872;rrr;3
2386;9199;r;0
2387;6688;rrr;0
2388;744;rr;0
2389;1407;r;3
2390;9743;rr;1
2391;5247;r;0
2392;5569;rrr;0
2393;2183;rrr;0
2394;10800;rrr;2
2395;9593;r;2
2396;12779;r;1
2397;7323;rrr;3
2398;1550;rr;0
2399;11321;rr;3
2400;1749;r;1
2401;8704;rr;0
2402;1074;rrr;2
2403;9198;rr;1
2404;836;rrr;1
2405;11417;r;0
2406;7538;rr;1
2407;921;rrr;0
2408;5696;rrr;0
2409;2513;r;1
2410;523;rr;1
2411;11652;rrr;2
2412;6513;rr;1
2413;1130;rrr;1
2414;499;r;0
2415;1950;rr;1
2416;3523;rr;1
2417;6883;rr;1
2418;509;rrr;3
2419;2470;r;3
2420;9002;rr;0
2421;3391;rrr;1
2422;4557;rrr;1
2423;10838;rrr;0
2424;2542;rrr;0
2425;7979;rrr;0
2426;5237;rrr;1
2427;7400;rr;0
2428;7058;rrr;0
2429;4795;rr;1
2430;9572;rrr;3
2431;10255;rrr;1
2432;7428;r;1
2433;8709;rr;0
2434;1993;r;0
2435;5370;rrr;2
2436;3054;rrr;2
2437;5769;rr;0
2438;11707;rrr;3
2439;8310;r;1
2440;8311;r;1
2441;7085;rrr;2
2442;2537;r;2
2443;2538;r;3
2444;12523;r;3
2445;3751;rr;2
2446;752;rr;3
2447;5087;rrr;1
2448;11090;rrr;1
2449;1109;d;0
2450;2228;r;3
2451;2229;r;0
2452;11929;r;0
2453;3184;r;3
2454;11941;r;1
2455;517;rrrd;3
2456;5837;rr;1
2457;981;rr;0
2458;8690;r;0
2459;2829;r;0
2460;9816;rrr;1
2461;12394;rrr;0
2462;1696;r;0
2463;2112;rd;0
2464;2867;r;1
2465;6770;r;0
2466;6771;r;1
2467;12162;rr;1
2468;5202;rr;1
2469;8281;r;0
2470;12546;rrr;0
2471;11609;rrr;0
2472;5;rr;3
2473;6555;r;2
2474;9855;rr;0
2475;7746;rrr;0
2476;10982;r;0
2477;11535;rr;0
2478;11469;rr;1
2479;9607;r;2
2480;10289;rr;0
2481;6334;rr;3
2482;6540;rr;2
2483;11796;r;1
2484;6857;rrr;2
2485;819;rr;1
2486;9537;rr;2
2487;4650;r;0
2488;7686;rr;2
2489;81;rrr;0
2490;1803;r;0
2491;7468;rrr;0
2492;4017;r;2
2493;5350;rr;0
2494;2385;rr;1
2495;6236;rr;0
2496;6829;rr;0
2497;12979;r;1
2498;1321;r;0
2499;1439;rrr;1
2500;1440;rrr;1
2501;1802;rr;1
2502;10275;r;0
2503;10276;r;0
2504;3553;rr;2
2505;12157;rrr;1
2506;2931;rr;2
2507;1723;rr;1
2508;1088;r;3
2509;1249;rd;0
2510;3417;rd;1
2511;3824;rr;1
2512;3460;rr;0
2513;7012;rrr;0
2514;6146;rrr;3
2515;2461;rrr;2
2516;1277;r;2
2517;1278;r;3
2518;1279;r;2
2519;5884;r;2
2520;10409;r;3
2521;9356;rr;3
2522;11614;rr;1
2523;10720;rrr;3
2524;8610;r;0
2525;3340;rr;2
2526;3341;rr;3
2527;4694;rr;2
2528;6241;rrr;1
2529;6242;rrr;0
2530;1950;rrr;0
2531;572;rr;3
2532;5762;rrr;2
2533;2713;rrr;0
2534;12837;r;0
2535;9858;rr;0
2536;3061;rr;0
2537;4025;rrr;0
2538;5692;r;2
2539;4280;rrrd;3
2540;1228;rrr;0
2541;12106;r;0
2542;12264;rrr;0
2543;12265;rrr;0
2544;917;rrr;2
2545;2337;rr;2
2546;3269;rr;3
2547;5272;rrr;3
2548;262;rrr;0
2549;263;rrr;0
2550;2559;rrr;0
2551;4540;rr;0
2552;5390;rr;0
2553;4991;rr;1
2554;7420;rr;0
2555;776;rrr;2
2556;83;rr;2
2557;6253;r;3
2558;12131;rrr;3
2559;1986;rrr;1
2560;2546;rrr;2
2561;9192;rrr;0
2562;745;rd;1
2563;1516;rrrd;2
2564;6640;rr;0
2565;7839;rrr;3
2566;3529;r;1
2567;467;rr;1
2568;4106;r;2
2569;11952;rr;1
2570;1870;r;3
2571;1871;r;3
2572;7786;rrr;0
2573;7787;rrr;0
2574;782;rr;3
2575;3551;rd;1
2576;12775;rr;3
2577;8051;rrr;2
2578;7089;r;1
2579;3997;rrr;0
2580;607;rr;2
2581;6374;rrr;0
2582;8222;r;3
2583;9997;r;2
2584;12676;rrr;1
2585;11682;rrr;1
2586;12911;rr;0
2587;6298;r;0
2588;623;rrr;0
2589;1860;r;3
2590;6194;rrr;1
2591;10804;r;2
2592;12256;rr;0
2593;9000;rr;0
2594;6967;r;0
2595;1635;rrr;0
2596;10343;rrr;0
2597;10344;rrr;0
2598;1089;r;2
2599;7632;r;1
2600;11269;rrr;1
2601;1782;rrrd;1
2602;8485;rr;0
2603;3982;rr;1
2604;3983;rr;0
2605;1178;rr;0
2606;11581;rrr;2
2607;1340;r;1
2608;8458;r;0
2609;7741;r;2
2610;4526;r;2
2611;2130;rr;1
2612;1744;r;3
2613;1498;r;0
2614;11287;rrr;0
2615;12973;rr;1
2616;11122;rr;1
2617;51;rrr;3
2618;7804;r;1
2619;433;rr;3
2620;4794;rrr;1
2621;12980;rrr;1
2622;9658;rr;0
2623;2130;rrr;1
2624;6522;rr;1
2625;360;rrr;2
2626;596;r;3
2627;3554;r;0
2628;9164;r;2
2629;2880;rr;2
2630;979;rrr;1
2631;9596;rrr;1
2632;12659;rr;0
2633;10554;rr;1
2634;9672;rr;0
2635;589;r;0
2636;4280;rrr;3
2637;7863;rr;0
2638;12232;rr;0
2639;3515;rr;3
2640;1381;rr;2
2641;11470;rrr;0
2642;11471;rrr;0
2643;569;rr;3
2644;920;rrr;2
2645;8692;r;1
2646;8693;r;0
2647;11573;r;3
2648;11574;r;3
2649;4837;rr;0
2650;597;r;0
2651;2914;rr;1
2652;5090;r;1
2653;1266;r;0
2654;1267;r;3
2655;1268;r;3
2656;5130;rrr;3
2657;760;r;0
2658;2807;rr;1
2659;2808;rr;0
2660;2809;rr;0
2661;2810;rr;0
2662;3391;r;3
2663;13642;r;1
2664;2182;r;1
2665;10783;rrr;0
2666;9825;rrr;0
2667;6936;rrr;2
2668;7000;rr;1
2669;2583;rr;0
2670;3303;rr;0
2671;12781;r;1
2672;6858;rr;1
2673;7136;rrr;1
2674;11909;r;0
2675;9063;r;1
2676;6336;rr;1
2677;746;d;3
2678;13710;rrr;0
